target,text,clean_text
POSITIVE,"Dang it....BRB....have to get the cake, candles and ice cream out and sing happy birthday to my niece. Sweet 16 ",Dang itBRBhave to get the cake candles and ice cream out and sing happy birthday to my niece Sweet 
POSITIVE,"@StiffValentine Olympus E-410.  Besides the recent digital lenses, I also got an old 50mm OM lens which mounts via a simple adapter.  ",StiffValentine Olympus E Besides the recent digital lenses I also got an old OM lens which mounts via a simple adapter 
NEGATIVE,"is going to watch the brewer game, eat soup, play sims and sit in a vaporizer filled room. stupid cold. this sucks. ",is going to watch the brewer game eat soup play sims and sit in a vaporizer filled room stupid cold this sucks 
NEGATIVE,Hmmm.... My whole body feels sore! ,Hmmm My whole body feels sore 
POSITIVE,@Venyadosae I'm sooo happy you'll get to re-take penguin pics! I collect penguin stuff and am a penguin FREAK! Can't wait to see ,Venyadosae Im sooo happy youll get to retake penguin pics I collect penguin stuff and am a penguin FREAK Cant wait to see 
NEGATIVE,"My server has been going down lots lately, it makes me a sad WoW player  lol",My server has been going down lots lately it makes me a sad WoW player lol
POSITIVE,how would you feel if @taylorswift13 was in a GoBernos video? eh eh ,how would you feel if was in a GoBernos video eh eh 
NEGATIVE,"@timdifford cheers, I spotted that - couldn't find it on the App Store though ",timdifford cheers I spotted that couldnt find it on the App Store though 
NEGATIVE,sore throat ,sore throat 
POSITIVE,He'd go anywhere with me ,Hed go anywhere with me 
POSITIVE,@LexiePixie your tarot twreading is next. ,LexiePixie your tarot twreading is next 
POSITIVE,@Bowl_the_Bunny lol love how we put some in stars: *some* haha...*crosses fingers* i hope you get more ,BowltheBunny lol love how we put some in stars some hahacrosses fingers i hope you get more 
NEGATIVE,This tea taste like pure WATER!!!  Yuck!,This tea taste like pure WATER Yuck
NEGATIVE,sad that it's not my birthday anymore and that my balloon is deflating ,sad that its not my birthday anymore and that my balloon is deflating 
NEGATIVE,"Great to get bk online, my own net was down ",Great to get bk online my own net was down 
NEGATIVE,St Andrews is scaring me. ,St Andrews is scaring me 
POSITIVE,Finally done work YAY ,Finally done work YAY 
NEGATIVE,@DTatStar not nice  lol,DTatStar not nice lol
NEGATIVE,i aint alive....im just breathing to death ,i aint aliveim just breathing to death 
POSITIVE,Sorry you missed it. Good night! ,Sorry you missed it Good night 
NEGATIVE,oopss did that twice  D: im such a silly moo.,oopss did that twice D im such a silly moo
POSITIVE,"@acj525 mummmmmmmmmmm,  can you put the pizza in the oven ", mummmmmmmmmmm can you put the pizza in the oven 
POSITIVE,@ibbypop haha yeeahh yeahh you know its only till 2:30 so its not too bad! ,ibbypop haha yeeahh yeahh you know its only till so its not too bad 
NEGATIVE,@Jagusti shit! I thought it was months away  I'm not in Sheffield this weekend ,Jagusti shit I thought it was months away Im not in Sheffield this weekend 
POSITIVE,@Shadez mmm...i wouldn't mind li'l Katy's either.. ,Shadez mmmi wouldnt mind lil Katys either 
POSITIVE,On a JEW mood. Downloading Futures. Chase the Light naman mamaya. Haha. ,On a JEW mood Downloading Futures Chase the Light naman mamaya Haha 
POSITIVE,Wishes @kirstiealley a Happy Mother's Day! ,Wishes kirstiealley a Happy Mothers Day 
NEGATIVE,"More rain due, ugh, going to a graduation today and was hoping the kids could go swimming ",More rain due ugh going to a graduation today and was hoping the kids could go swimming 
NEGATIVE,woke up early today...dont wanna go to school tomorrow... ,woke up early todaydont wanna go to school tomorrow 
NEGATIVE,I can't seem to fall asleep tonight ,I cant seem to fall asleep tonight 
POSITIVE,"#EU09 In 5 years we need a best coverage. World, take a look here, yes, here, Europe is moving ", In years we need a best coverage World take a look here yes here Europe is moving 
POSITIVE,That should give you happy thoughts ,That should give you happy thoughts 
NEGATIVE,@monzongo2009 OH NO!!!  Get well soon   I'm trying to get well myself in the midst of Merola.  Sending you virtual antibiotics , OH NO Get well soon Im trying to get well myself in the midst of Merola Sending you virtual antibiotics 
NEGATIVE,Dam texts woke me up ,Dam texts woke me up 
NEGATIVE,"I could seriously go back to sleep  working 3-11 tonight w/ mitch...but toni won't be there...it's not the same, but i hope it's fun! ilu!",I could seriously go back to sleep working tonight w mitchbut toni wont be thereits not the same but i hope its fun ilu
POSITIVE,eatin an icecream ,eatin an icecream 
POSITIVE,"@FifthSenseNYC I'll be giving the Mark Birley a wear later this week, even though I'm not a &quot;quiet man&quot;. ",FifthSenseNYC Ill be giving the Mark Birley a wear later this week even though Im not a quotquiet manquot 
POSITIVE,happy birthday to andy hurley ,happy birthday to andy hurley 
POSITIVE,Hangin with my bestie suzi ,Hangin with my bestie suzi 
NEGATIVE," FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(", FML today sucks i just hope the dance will bring my soul up i pray but im still sadi hateee todayyyyyy gt
POSITIVE,But I will follow ,But I will follow 
NEGATIVE,I'm saying good bye to a good friend tonight... kinda sad ,Im saying good bye to a good friend tonight kinda sad 
POSITIVE,my last nite in work for weeks.....ah im in such good humour ,my last nite in work for weeksah im in such good humour 
NEGATIVE,"My Sonic skills have not improved... Running, fine. Spinning, awesome. Jump from platform to platform? The fail whale grabs me ",My Sonic skills have not improved Running fine Spinning awesome Jump from platform to platform The fail whale grabs me 
NEGATIVE,"saw a red balloon flying outside my window. somewhere out there, a kid must be crying because the wind blew his balloon away... ",saw a red balloon flying outside my window somewhere out there a kid must be crying because the wind blew his balloon away 
NEGATIVE,Working today. Closing. 2 - 11. Missing out on Ming's birthday dinner/party. ,Working today Closing Missing out on Mings birthday dinnerparty 
NEGATIVE,@JoshBkelley just wanted to say the youngstown girls miss you  .. &amp; what happened to tell it like it is on itunes? cant find it!,JoshBkelley just wanted to say the youngstown girls miss you amp what happened to tell it like it is on itunes cant find it
POSITIVE,Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite ,AhhhI finally dont have to keep guys happyI get waited on tonite 
NEGATIVE,hope you feel better mommy  I love you :X,hope you feel better mommy I love you X
NEGATIVE,@KandyChazer it is...but i was told i was gonna be entertained and i wasnt ,KandyChazer it isbut i was told i was gonna be entertained and i wasnt 
POSITIVE,yay! just realized i'm not driving this trip and can do all the twittering!  ,yay just realized im not driving this trip and can do all the twittering 
POSITIVE,"@amf7 Thank you for reminding me! I actually have something in mind given the date. Hint, it's Star Trek related. ", Thank you for reminding me I actually have something in mind given the date Hint its Star Trek related 
POSITIVE,We should have brought a flask with v0dka. Hahaha. ,We should have brought a flask with Hahaha 
NEGATIVE,Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,Just got pulled over on I am fucking terrified of cops My headlights out I guess mew
NEGATIVE,gotta go check/console/convince 2 yo to stay in bed and that he actually WANTS to go to sleep... 20 min nap in car= past his sleep... ,gotta go checkconsoleconvince yo to stay in bed and that he actually WANTS to go to sleep min nap in car past his sleep 
POSITIVE,@cali_g510 ok   I got you!, ok I got you
POSITIVE,Changed the background on here. About to go watch 'Mary Shellys Frankenstein'.  Add: http://bit.ly/4Qhlv,Changed the background on here About to go watch Mary Shellys Frankenstein Add httpbitly
POSITIVE,"@MANDY_EMMERSON I know you do, Go TEAM GB ",MANDYEMMERSON I know you do Go TEAM GB 
POSITIVE,"@sdministry Hey scott, Its Ashli from Shelby County, We met when Rick and Mick were in town. How you been? It been awhile ",sdministry Hey scott Its Ashli from Shelby County We met when Rick and Mick were in town How you been It been awhile 
NEGATIVE,@temptationdice why did my family decide to have a family gathering?  i see why you hate them. -.-,temptationdice why did my family decide to have a family gathering i see why you hate them 
POSITIVE,@kerryjor Happy Birthday!  Enjoy the cougar years - roar! ,kerryjor Happy Birthday Enjoy the cougar years roar 
NEGATIVE,I work 9-6 today with bitch boss ,I work today with bitch boss 
NEGATIVE,  DD has pinkeye...not fun., DD has pinkeyenot fun
POSITIVE,3 little birds pitch by my door step singing sweet songs of melodies pure &amp; true sayin dis is my message 2 you: dont worry about a thing , little birds pitch by my door step singing sweet songs of melodies pure amp true sayin dis is my message you dont worry about a thing 
POSITIVE,Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!   ,Church of the Highlands in the Bryant Conference Center BE THERE 
POSITIVE,Off to london biggin hill ,Off to london biggin hill 
NEGATIVE,definitely just failed my exam ,definitely just failed my exam 
POSITIVE,@Burlesquetron oh sorry I didn't see this tweet further down sorry. unhappy DD = 4 champers 4 me + looking 4 hair dye in back of cupboard ,Burlesquetron oh sorry I didnt see this tweet further down sorry unhappy DD champers me looking hair dye in back of cupboard 
POSITIVE,@laurie_pringle I mention it in the blog post. It's in Vancouver. ,lauriepringle I mention it in the blog post Its in Vancouver 
POSITIVE,I am soooo happy!!! ,I am soooo happy 
POSITIVE,@Itxi_Itx @th3maw  This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?  ,ItxiItx This is a great conversation What else might you do with your sheets during the act of love eh eh 
NEGATIVE,mark cubans doin handsprings right now- the &quot;punks and thugs&quot; are sinking.. but he's not looking forward to paying dirk's child support. ,mark cubans doin handsprings right now the quotpunks and thugsquot are sinking but hes not looking forward to paying dirks child support 
POSITIVE,@lovelyberries haha you can cuddle with me anytime ,lovelyberries haha you can cuddle with me anytime 
POSITIVE,had a lovely birthday.  http://plurk.com/p/xedq0,had a lovely birthday httpplurkcomp
NEGATIVE,@judez_xo ugly kids there?  woahh where am i then. ,judezxo ugly kids there woahh where am i then 
POSITIVE,@canadianfamily The best thing about my Mother's Day was my son. And the card my husband got me 'from' our 5.5 week old son. ,canadianfamily The best thing about my Mothers Day was my son And the card my husband got me from our week old son 
POSITIVE,Just got off the  â  Misery loves company..... Haha,Just got off the â Misery loves company Haha
NEGATIVE,ugh sdre isnt coming here  lame. today can suck my dick.,ugh sdre isnt coming here lame today can suck my dick
POSITIVE,@andyclemmensen tv on mute cause its boring but then ipod with speakers on timer  now thats how its done.,andyclemmensen tv on mute cause its boring but then ipod with speakers on timer now thats how its done
NEGATIVE,TWO More weeks and its back to work. ,TWO More weeks and its back to work 
NEGATIVE,is healthy breakfast then back to geography revision ,is healthy breakfast then back to geography revision 
POSITIVE,off to sleep. GOOD NIGHT WORLD  hope it'll not rain tomorrow.,off to sleep GOOD NIGHT WORLD hope itll not rain tomorrow
